ID_Choke,Orifice_ID_gaslift,Qgaslift,CHP,WHP,WHT,TAmbient,FBHP,FBHT,FLP,FLT,DP_Choke,DT_Choke,Qliquid,Qgas,Qoil,Qwater,PReservoir,PI_Liquid,PI_oil
1.690,0.307,0.690,3694.14,441.38,127.24,80.670,3787.12,238.37,439.08,126.99,2.30,0.25,1666.16,0.243,446.53,1219.63,4777.47,1.68,0.45
1.320,0.316,0.480,3454.20,413.15,124.07,79.640,3669.92,242.27,405.42,123.69,7.73,0.37,2062.73,0.624,1307.77,754.96,4896.01,1.68,1.07
2.010,0.341,0.000,3661.41,382.23,108.06,79.760,3969.85,238.85,381.37,107.86,0.86,0.20,1654.79,0.702,1394.33,260.46,4953.49,1.68,1.42
1.620,0.327,2.980,2582.89,446.21,126.38,79.380,2432.53,238.39,427.70,126.02,18.51,0.35,2927.76,1.606,2839.63,88.13,4173.19,1.68,1.63
1.740,0.295,1.780,3061.21,494.61,139.53,80.700,3121.80,241.72,487.66,139.18,6.95,0.35,2683.75,0.633,1519.00,1164.75,4718.20,1.68,0.95
1.320,0.319,0.640,3398.55,495.96,112.99,80.040,3536.81,239.12,493.26,112.64,2.70,0.35,1109.90,0.113,273.92,835.97,4197.03,1.68,0.41
1.000,0.333,2.750,2768.25,545.21,133.28,80.090,2630.83,238.59,480.52,133.01,64.69,0.27,2027.79,0.432,850.66,1177.13,3837.65,1.68,0.70
1.720,0.340,2.450,2698.07,382.34,138.33,80.470,2670.18,238.53,367.06,138.05,15.28,0.28,3065.78,1.148,2260.71,805.07,4494.79,1.68,1.24
1.450,0.340,0.770,3014.43,377.65,122.98,79.550,3210.31,241.82,371.82,122.67,5.83,0.31,1838.99,0.438,994.16,844.83,4304.98,1.68,0.91
1.380,0.293,2.990,2788.97,531.85,133.59,80.630,2566.06,237.95,514.83,133.28,17.02,0.31,1908.29,0.357,659.70,1248.60,3702.06,1.68,0.58
2.210,0.328,2.980,2631.96,442.78,138.58,80.430,2526.05,241.25,438.10,138.35,4.68,0.23,2288.46,0.566,1033.01,1255.45,3888.40,1.68,0.76
1.170,0.299,2.370,3075.84,493.87,143.98,80.320,2968.31,241.11,448.50,143.76,45.37,0.22,2728.51,0.605,1288.95,1439.56,4592.83,1.68,0.79
1.880,0.319,1.880,2608.63,422.73,125.05,80.640,2669.25,238.58,415.51,124.78,7.22,0.27,2923.29,1.223,2822.14,101.15,4410.09,1.68,1.62
1.920,0.292,0.470,3228.50,461.98,102.23,79.980,3329.94,241.49,461.67,102.00,0.31,0.23,666.37,0.036,78.43,587.94,3726.77,1.68,0.20
1.820,0.311,1.460,3038.37,394.43,139.97,79.960,3119.61,240.30,387.75,139.78,6.68,0.19,2712.99,0.708,1459.31,1253.67,4735.22,1.68,0.90
1.740,0.296,0.210,3913.11,355.84,102.26,79.530,4066.56,240.65,355.41,101.92,0.43,0.35,799.16,0.129,253.73,545.42,4542.67,1.68,0.53
1.730,0.312,1.520,3414.83,384.38,147.76,79.810,3468.05,239.23,377.59,147.54,6.79,0.22,2451.79,0.145,336.39,2115.40,4929.27,1.68,0.23
2.010,0.283,2.350,3199.42,497.11,148.24,79.390,3126.33,242.37,492.34,148.04,4.77,0.20,2442.48,0.220,467.00,1975.48,4582.11,1.68,0.32
1.490,0.292,1.920,2407.48,432.82,117.88,80.720,2371.59,242.24,420.83,117.57,11.99,0.32,2263.16,0.977,2165.62,97.54,3720.59,1.68,1.61
1.560,0.310,0.880,3075.70,383.96,130.23,79.850,3160.29,237.90,374.16,129.90,9.80,0.33,2696.37,1.069,1991.00,705.37,4767.52,1.68,1.24
1.020,0.341,1.120,2860.88,439.97,123.36,79.650,2806.30,239.84,398.49,123.06,41.48,0.30,2170.54,0.952,1575.60,594.95,4100.54,1.68,1.22
2.230,0.337,1.730,2460.15,383.05,123.29,79.850,2517.26,241.27,378.89,123.06,4.16,0.24,2724.21,1.263,2588.28,135.94,4141.70,1.68,1.59
2.280,0.283,1.550,3057.53,457.45,137.26,79.550,3012.48,240.06,453.04,137.05,4.41,0.21,3227.83,1.575,2553.86,673.97,4937.50,1.68,1.33
2.330,0.283,2.540,2502.39,395.24,123.26,79.590,2293.64,240.27,390.48,123.05,4.76,0.21,2594.04,1.423,2450.59,143.45,3841.45,1.68,1.58
2.200,0.292,2.310,2910.73,497.18,137.36,79.660,2852.63,238.42,493.20,137.16,3.98,0.20,2650.20,0.780,1569.71,1080.49,4434.27,1.68,0.99
2.370,0.290,2.080,2876.65,407.64,140.94,80.770,2815.49,241.70,402.80,140.69,4.84,0.24,3164.94,1.296,2308.51,856.43,4704.53,1.68,1.22
1.760,0.336,2.920,2648.69,372.95,137.15,79.510,2551.14,238.32,355.84,136.83,17.11,0.32,3107.47,1.245,2400.52,706.95,4406.18,1.68,1.29
1.070,0.325,2.830,3224.04,490.20,151.82,79.370,3041.52,242.04,389.73,151.58,100.47,0.24,2879.02,0.519,934.53,1944.49,4760.29,1.68,0.54
1.960,0.307,1.610,2853.58,486.43,130.97,79.700,2882.88,240.82,482.64,130.68,3.79,0.30,2307.69,0.758,1408.15,899.54,4260.76,1.67,1.02
1.150,0.320,0.720,3818.65,364.76,132.73,79.760,3855.12,238.70,351.75,132.50,13.01,0.23,1795.59,0.160,271.49,1524.10,4927.76,1.67,0.25
2.230,0.330,0.820,3644.82,408.02,133.89,80.610,3730.73,242.10,406.79,133.52,1.23,0.37,1823.18,0.184,348.96,1474.22,4819.87,1.67,0.32
1.450,0.289,2.980,3101.26,478.24,147.63,80.730,2895.17,238.37,457.98,147.35,20.26,0.28,2370.25,0.239,393.22,1977.02,4311.15,1.67,0.28
1.160,0.293,1.310,3058.82,542.70,126.34,80.190,2984.88,239.52,507.71,126.13,34.99,0.22,2912.64,1.661,2718.95,193.69,4725.29,1.67,1.56
1.780,0.327,0.110,3477.75,472.78,107.88,79.410,3455.38,241.77,471.06,107.50,1.72,0.38,1788.92,1.033,1677.83,111.09,4524.66,1.67,1.57
1.250,0.342,2.040,3296.62,391.85,153.18,79.620,3277.31,240.50,353.76,152.92,38.09,0.26,2756.21,0.232,483.72,2272.50,4924.97,1.67,0.29
1.720,0.310,0.300,3255.32,445.08,115.26,80.110,3559.73,238.37,441.99,114.89,3.09,0.37,2316.27,1.029,2178.22,138.05,4944.57,1.67,1.57
1.740,0.325,1.860,2916.56,445.21,138.63,80.370,2945.10,238.83,437.88,138.32,7.33,0.32,2455.18,0.564,1124.47,1330.71,4413.68,1.67,0.77
1.800,0.331,0.250,3340.88,417.14,111.13,80.520,3444.37,239.45,415.48,110.79,1.66,0.34,1683.29,0.755,1351.01,332.28,4451.61,1.67,1.34
1.670,0.301,0.740,3084.98,489.12,114.73,79.530,3211.78,242.01,487.36,114.35,1.76,0.37,1352.53,0.304,621.22,731.32,4021.14,1.67,0.77
1.150,0.297,1.500,2751.14,436.65,125.23,79.540,2734.53,240.95,398.16,124.89,38.49,0.35,2630.58,1.157,2280.98,349.60,4308.77,1.67,1.45
2.370,0.342,1.090,2830.74,352.70,129.83,80.390,3053.98,239.17,349.59,129.60,3.11,0.23,2986.72,1.059,2541.10,445.62,4841.71,1.67,1.42
1.220,0.337,0.770,3052.47,482.64,120.25,80.730,3150.33,242.07,470.48,119.99,12.16,0.26,2055.20,0.822,1582.30,472.90,4380.50,1.67,1.29
1.130,0.315,2.790,3057.96,446.82,146.92,80.270,2878.49,237.78,364.14,146.71,82.68,0.21,2878.61,0.655,1273.50,1605.12,4601.91,1.67,0.74
1.220,0.331,0.590,3253.19,496.41,118.78,79.470,3402.40,238.63,483.95,118.50,12.46,0.28,2283.70,0.986,1936.80,346.89,4769.90,1.67,1.42
1.940,0.333,2.350,2752.12,408.33,140.31,80.380,2724.19,238.00,401.19,140.13,7.14,0.19,2553.67,0.675,1196.14,1357.53,4253.44,1.67,0.78
1.310,0.342,2.250,3159.18,420.30,150.34,80.220,3120.43,238.81,381.50,150.06,38.80,0.28,3084.95,0.671,1276.24,1808.71,4968.30,1.67,0.69
2.310,0.284,0.130,3277.49,398.75,102.99,80.510,3534.15,240.91,398.30,102.62,0.45,0.36,1344.54,0.603,1185.35,159.19,4339.80,1.67,1.47
2.050,0.295,0.310,3593.05,362.66,101.87,80.070,3677.82,241.03,362.42,101.48,0.24,0.39,681.84,0.056,105.89,575.95,4086.47,1.67,0.26
1.810,0.302,2.600,2982.43,523.56,141.41,79.600,2905.82,238.39,516.73,141.11,6.83,0.30,2369.18,0.368,785.86,1583.32,4326.00,1.67,0.55
2.020,0.340,2.710,3204.23,414.06,156.66,80.360,3187.35,239.73,406.49,156.48,7.57,0.18,2849.55,0.168,343.66,2505.89,4895.51,1.67,0.20
2.140,0.339,0.550,3832.77,404.80,124.21,79.900,3875.61,241.97,403.97,123.93,0.83,0.29,1476.24,0.188,308.68,1167.56,4761.04,1.67,0.35
1.140,0.324,1.240,2929.53,453.39,127.04,79.650,2976.39,239.73,420.93,126.80,32.46,0.24,2606.38,1.034,2085.62,520.75,4539.77,1.67,1.33
2.180,0.288,0.090,3486.03,439.56,115.22,80.580,3550.60,240.76,438.14,114.97,1.42,0.24,2231.65,1.218,2087.71,143.94,4889.77,1.67,1.56
1.210,0.305,2.470,2516.74,466.53,122.84,80.660,2349.72,242.26,428.17,122.56,38.36,0.28,2397.17,1.262,2202.76,194.41,3788.55,1.67,1.53
1.140,0.330,1.850,2881.44,493.97,132.70,79.810,2859.37,241.71,454.19,132.36,39.78,0.34,2637.55,0.984,1910.37,727.17,4443.19,1.67,1.21
1.320,0.284,0.230,3140.15,405.93,106.39,80.080,3527.07,238.76,401.72,106.03,4.21,0.36,1650.19,0.667,1501.83,148.35,4518.12,1.67,1.52
1.010,0.320,0.920,3244.20,408.06,132.21,80.250,3299.66,240.44,356.91,131.90,51.15,0.31,2599.29,0.839,1744.12,855.17,4860.79,1.67,1.12
2.160,0.329,1.200,3022.09,352.41,137.78,80.370,3092.26,240.46,349.01,137.46,3.40,0.32,2497.21,0.674,1244.61,1252.60,4592.16,1.66,0.83
2.030,0.289,2.640,3136.94,386.42,154.25,80.370,2996.87,240.70,376.33,154.03,10.09,0.23,3308.47,0.891,1491.46,1817.01,4984.45,1.66,0.75
1.570,0.340,2.330,3220.40,484.79,149.56,79.360,3203.27,238.05,469.91,149.31,14.88,0.25,2880.46,0.518,934.71,1945.75,4935.01,1.66,0.54
1.920,0.299,0.560,3226.14,420.22,111.49,79.700,3413.63,238.93,419.42,111.23,0.80,0.27,1159.52,0.183,418.24,741.28,4110.84,1.66,0.60
1.120,0.320,0.440,3701.40,393.69,123.91,80.420,3716.84,240.38,381.54,123.69,12.15,0.21,1778.65,0.496,833.65,944.99,4786.35,1.66,0.78
2.400,0.335,0.990,2963.17,433.67,125.70,80.360,3173.10,238.11,432.04,125.49,1.63,0.22,2335.02,0.715,1667.91,667.12,4577.59,1.66,1.19
2.340,0.291,0.050,3656.69,441.15,115.17,80.560,3695.82,237.88,440.11,114.92,1.04,0.24,2138.11,1.126,1892.23,245.88,4981.87,1.66,1.47
1.900,0.292,1.130,2716.17,353.48,125.32,79.700,2866.55,237.66,349.67,124.98,3.81,0.34,2175.05,0.610,1405.30,769.75,4174.84,1.66,1.07
1.630,0.340,1.840,3356.90,447.63,150.42,79.960,3394.17,241.02,437.81,150.12,9.82,0.30,2648.90,0.260,537.46,2111.44,4987.50,1.66,0.34
2.320,0.337,2.190,2678.42,426.70,133.36,79.390,2683.91,239.13,422.56,133.11,4.14,0.25,2793.49,1.057,2066.06,727.42,4364.61,1.66,1.23
1.290,0.291,3.000,3094.63,411.16,151.62,80.380,2865.39,241.28,363.98,151.37,47.18,0.25,2723.98,0.335,715.05,2008.94,4504.60,1.66,0.44
2.050,0.336,0.090,3464.07,518.93,99.43,80.400,3613.12,239.52,518.42,99.21,0.51,0.22,1315.41,0.720,1306.33,9.08,4404.73,1.66,1.65
1.480,0.327,2.470,2865.76,522.20,138.25,80.500,2795.39,240.51,505.16,138.00,17.04,0.25,2662.24,0.943,1626.63,1035.61,4397.92,1.66,1.02
1.700,0.327,1.340,3154.34,392.33,142.42,79.780,3149.13,240.60,382.00,142.15,10.33,0.27,2968.85,1.041,1707.68,1261.17,4936.27,1.66,0.96
1.700,0.332,1.200,2991.93,465.93,128.87,80.350,2997.38,239.84,455.38,128.63,10.55,0.25,3284.98,1.883,3193.66,91.32,4975.05,1.66,1.61
1.430,0.299,0.430,3237.94,387.40,123.19,79.350,3234.91,238.54,376.61,122.92,10.79,0.27,2582.10,1.336,2205.12,376.99,4790.65,1.66,1.42
2.260,0.285,1.570,3178.23,358.86,145.35,80.700,3201.89,240.99,356.11,145.15,2.75,0.20,2225.00,0.164,301.26,1923.73,4542.72,1.66,0.22
1.810,0.292,2.370,2893.78,390.69,140.67,80.450,2822.30,239.26,377.23,140.44,13.46,0.23,3396.94,1.244,2651.65,745.29,4871.18,1.66,1.29
1.190,0.293,1.570,2649.94,390.07,128.17,80.310,2646.88,240.44,363.01,127.96,27.06,0.21,2144.41,0.609,1289.43,854.97,3940.42,1.66,1.00
1.170,0.290,1.110,3374.22,462.76,134.37,80.010,3348.42,238.47,443.47,134.06,19.29,0.31,2139.17,0.490,798.55,1340.62,4638.92,1.66,0.62
1.130,0.295,1.430,3108.78,535.16,131.17,79.950,3066.25,238.98,510.40,130.84,24.76,0.33,2207.85,0.716,1182.08,1025.77,4398.23,1.66,0.89
1.290,0.318,0.620,2954.57,422.71,116.24,80.660,2960.43,241.06,413.97,115.95,8.74,0.29,1814.09,0.833,1374.71,439.37,4055.23,1.66,1.26
1.800,0.283,0.670,3562.05,440.10,123.61,79.870,3638.13,240.64,438.42,123.40,1.68,0.20,1554.11,0.250,462.50,1091.61,4576.12,1.66,0.49
1.940,0.287,2.680,3144.71,387.93,154.68,79.700,3000.37,241.58,378.11,154.36,9.82,0.32,2934.33,0.439,770.55,2163.77,4771.65,1.66,0.44
2.210,0.296,2.730,3101.05,462.17,150.92,79.870,2994.18,242.32,456.92,150.70,5.25,0.22,2843.39,0.482,986.09,1857.30,4711.19,1.66,0.57
2.110,0.341,1.590,2755.85,394.55,131.37,80.700,2813.21,238.41,388.39,131.07,6.16,0.30,3267.62,1.608,3028.76,238.86,4786.47,1.66,1.53
2.100,0.285,0.910,2627.75,350.70,118.99,80.690,2791.56,241.52,349.14,118.77,1.56,0.22,1604.95,0.369,875.02,729.93,3760.81,1.66,0.90
1.190,0.334,2.500,3007.44,447.90,146.79,79.300,2930.85,241.77,405.67,146.55,42.23,0.24,2387.25,0.262,471.00,1916.24,4372.61,1.66,0.33
1.330,0.290,1.710,2520.57,417.40,123.50,80.190,2485.26,241.08,400.12,123.17,17.28,0.33,2114.71,0.799,1549.45,565.26,3762.47,1.66,1.21
2.010,0.330,1.640,2814.66,363.93,136.34,79.300,2882.35,238.32,357.40,136.01,6.53,0.33,2964.85,1.051,2102.97,861.88,4673.48,1.66,1.17
2.000,0.331,2.360,2827.71,423.72,141.09,79.560,2820.01,238.09,419.08,140.86,4.64,0.22,2077.78,0.151,311.67,1766.11,4075.64,1.65,0.25
1.690,0.336,2.550,2816.44,516.60,138.68,80.410,2790.05,242.02,506.93,138.35,9.67,0.33,2563.17,0.706,1458.19,1104.98,4339.13,1.65,0.94
1.090,0.334,1.530,2839.70,512.46,126.60,80.800,2828.47,237.99,490.32,126.29,22.14,0.31,1734.53,0.419,686.70,1047.83,3877.00,1.65,0.65
1.380,0.284,0.250,3649.38,471.99,98.53,80.460,3839.64,240.80,471.31,98.16,0.68,0.37,672.97,0.133,271.14,401.83,4246.46,1.65,0.67
1.090,0.288,1.480,2695.86,433.71,123.59,80.050,2637.40,238.32,395.14,123.32,38.57,0.27,2238.24,0.939,1692.78,545.46,3990.58,1.65,1.25
1.780,0.285,2.870,3037.80,526.23,135.90,80.770,2864.72,239.49,513.99,135.56,12.24,0.34,3463.54,1.406,3167.41,296.13,4958.71,1.65,1.51
2.080,0.304,0.360,2942.39,381.30,110.22,79.790,3249.41,242.05,380.01,109.92,1.29,0.30,1825.26,0.751,1634.34,190.92,4353.02,1.65,1.48
1.480,0.318,1.810,3160.89,465.34,145.11,80.600,3136.53,241.65,449.72,144.80,15.62,0.30,2754.61,0.736,1242.05,1512.55,4803.00,1.65,0.75
1.890,0.284,1.540,3003.49,408.16,138.35,79.530,3009.83,241.18,399.89,138.08,8.27,0.27,3212.18,1.321,2440.62,771.57,4954.36,1.65,1.26
1.090,0.315,1.210,2883.70,412.19,125.02,80.250,2950.67,239.99,354.32,124.75,57.87,0.26,3121.03,1.358,3085.14,35.89,4840.26,1.65,1.63
2.340,0.317,2.690,2813.11,460.60,135.93,80.730,2771.98,240.61,455.48,135.70,5.12,0.23,3346.60,1.245,2969.77,376.83,4798.26,1.65,1.47
2.230,0.314,0.570,3889.09,354.78,128.35,80.430,3932.86,241.97,353.90,128.12,0.88,0.23,1567.89,0.144,236.44,1331.45,4882.32,1.65,0.25
1.480,0.318,0.080,3313.70,411.60,98.70,80.640,3341.39,241.07,410.18,98.38,1.42,0.32,1113.21,0.608,1021.93,91.28,4015.59,1.65,1.52
1.200,0.317,1.440,2954.29,496.46,128.35,80.020,3018.20,237.65,481.45,128.03,15.01,0.32,1867.65,0.328,737.72,1129.93,4149.39,1.65,0.65
1.500,0.300,1.040,3024.34,519.10,121.97,79.850,3149.94,237.79,513.46,121.65,5.64,0.31,2047.35,0.664,1386.88,660.48,4390.03,1.65,1.12
1.910,0.305,0.370,3680.97,418.32,115.72,80.030,3801.00,237.81,417.28,115.42,1.04,0.30,1474.62,0.397,720.79,753.82,4694.30,1.65,0.81
2.310,0.283,0.420,2878.59,400.82,108.96,79.640,3055.59,238.32,399.75,108.70,1.07,0.26,1848.55,0.885,1714.90,133.65,4175.55,1.65,1.53
1.820,0.333,2.580,2633.15,388.15,135.12,79.690,2544.21,238.67,374.69,134.88,13.46,0.24,3031.54,1.476,2434.93,596.61,4381.11,1.65,1.33
1.230,0.302,2.250,2937.18,511.59,137.52,80.470,2838.95,238.08,481.08,137.31,30.51,0.21,2484.08,0.752,1306.62,1177.45,4344.75,1.65,0.87
2.080,0.333,0.600,3059.80,386.31,121.23,79.200,3203.15,237.76,383.85,120.93,2.46,0.29,2347.92,0.988,1883.27,464.65,4626.43,1.65,1.32
2.070,0.315,1.480,2731.85,422.41,126.63,79.730,2772.66,238.93,420.46,126.28,1.95,0.35,1547.56,0.164,309.67,1237.89,3711.21,1.65,0.33
1.280,0.307,0.750,3281.15,359.38,128.50,80.650,3331.12,238.27,348.24,128.28,11.14,0.22,1930.46,0.461,820.64,1109.82,4502.05,1.65,0.70
1.960,0.285,0.550,3769.59,455.12,119.81,80.140,3866.74,239.79,454.24,119.48,0.88,0.34,1365.94,0.189,349.54,1016.40,4695.34,1.65,0.42
1.310,0.311,2.190,2910.26,520.68,135.59,79.470,2814.11,240.35,494.79,135.39,25.89,0.20,2660.35,1.082,1749.45,910.90,4428.14,1.65,1.08
1.600,0.298,0.220,3885.35,388.88,95.46,79.670,4032.49,240.25,388.63,95.23,0.25,0.23,492.46,0.034,72.10,420.36,4331.37,1.65,0.24
1.040,0.322,1.840,3135.00,476.93,140.10,79.260,3014.93,240.96,398.36,139.88,78.57,0.23,2844.16,0.998,1695.69,1148.47,4741.36,1.65,0.98
1.080,0.305,1.530,2885.15,453.60,131.28,80.130,2834.88,240.91,420.32,131.06,33.28,0.23,2033.96,0.558,935.01,1098.95,4069.82,1.65,0.76
2.030,0.312,2.400,3291.62,505.72,152.43,80.200,3252.86,241.39,500.37,152.11,5.35,0.31,2702.82,0.314,541.92,2160.90,4893.92,1.65,0.33
1.830,0.316,2.830,2828.93,473.21,131.14,79.260,2703.01,237.69,459.79,130.79,13.42,0.35,3487.94,1.914,3466.32,21.63,4820.93,1.65,1.64
1.910,0.326,0.490,3375.42,460.07,107.60,79.890,3551.35,242.13,459.59,107.27,0.48,0.33,910.46,0.094,226.80,683.66,4104.24,1.65,0.41
1.860,0.288,1.160,3105.30,414.27,131.96,79.830,3114.52,238.14,410.68,131.75,3.59,0.22,2064.60,0.499,821.51,1243.10,4368.60,1.65,0.66
1.790,0.326,2.190,3106.76,425.89,148.55,80.230,3121.18,239.13,415.89,148.33,10.00,0.21,2975.77,0.578,1245.06,1730.71,4928.75,1.65,0.69
1.770,0.313,1.590,3175.54,442.78,144.09,80.760,3211.66,240.97,434.78,143.83,8.00,0.26,2897.80,0.807,1519.61,1378.19,4972.08,1.65,0.86
1.780,0.314,1.820,2901.17,469.50,133.00,80.140,2870.95,241.29,458.15,132.73,11.35,0.27,3400.04,1.872,3207.93,192.10,4936.76,1.65,1.55
1.270,0.323,1.370,2731.51,438.83,123.73,79.940,2783.37,238.17,418.76,123.41,20.07,0.32,2414.68,0.968,1955.17,459.51,4250.67,1.65,1.33
2.220,0.301,2.720,2831.64,477.41,135.61,79.270,2688.45,241.92,471.29,135.28,6.12,0.33,3144.54,1.526,2653.36,491.18,4599.40,1.65,1.39
1.860,0.343,0.880,3011.84,496.05,119.18,80.210,3119.71,238.06,493.75,118.93,2.30,0.24,1890.15,0.676,1290.03,600.12,4268.58,1.65,1.12
2.110,0.323,1.820,2850.40,453.11,134.48,79.700,2877.15,239.13,450.49,134.21,2.62,0.27,1890.39,0.218,421.56,1468.83,4026.28,1.65,0.37
1.010,0.286,2.070,2994.64,508.12,134.08,80.210,2842.28,240.91,428.85,133.82,79.27,0.26,2714.94,1.013,1968.33,746.61,4492.74,1.64,1.19
1.060,0.343,0.860,2895.67,371.46,120.98,79.780,3033.97,241.15,352.94,120.77,18.52,0.21,1644.82,0.325,777.34,867.48,4033.96,1.64,0.78
2.050,0.297,2.900,2526.16,408.46,123.84,79.790,2305.90,239.95,401.10,123.55,7.36,0.29,2652.00,1.321,2537.70,114.30,3918.32,1.64,1.57
1.590,0.300,1.520,3192.16,375.29,143.53,79.600,3225.50,237.89,363.89,143.24,11.40,0.29,2660.26,0.498,990.95,1669.32,4842.95,1.64,0.61
1.850,0.288,2.110,2570.67,408.42,123.91,79.930,2532.43,238.70,400.43,123.69,7.99,0.22,2784.91,1.124,2635.36,149.55,4225.71,1.64,1.56
2.270,0.281,1.310,3171.50,429.69,139.69,80.220,3328.38,241.14,426.96,139.43,2.73,0.26,2737.41,0.640,1543.63,1193.79,4993.16,1.64,0.93
1.060,0.337,0.830,2830.21,486.25,113.45,80.290,2882.44,238.48,460.44,113.14,25.81,0.31,2195.97,1.135,2139.75,56.22,4218.18,1.64,1.60
1.990,0.299,1.760,3147.04,515.51,141.62,80.360,3217.46,242.04,510.81,141.29,4.70,0.33,2882.41,0.790,1725.41,1157.00,4970.97,1.64,0.98
2.030,0.337,2.100,2707.93,374.28,139.60,80.150,2736.05,240.00,369.37,139.38,4.91,0.22,2252.20,0.329,741.65,1510.55,4106.73,1.64,0.54
1.060,0.298,1.340,3282.85,490.99,138.04,80.720,3282.31,241.79,446.97,137.82,44.02,0.22,2669.49,0.783,1570.46,1099.03,4907.33,1.64,0.97
1.780,0.311,2.330,3063.28,489.40,145.97,79.650,3022.65,241.96,482.00,145.75,7.40,0.21,2422.10,0.344,613.03,1809.06,4497.35,1.64,0.42
1.000,0.329,2.870,3021.19,503.64,144.37,80.030,2832.84,240.06,394.04,144.13,109.60,0.24,2499.06,0.455,899.16,1599.90,4354.51,1.64,0.59
1.500,0.294,0.740,3034.44,488.01,117.73,79.910,3253.87,242.01,483.46,117.46,4.55,0.27,1967.71,0.666,1512.78,454.93,4452.14,1.64,1.26
1.740,0.339,1.250,2433.02,358.01,119.77,80.710,2492.96,239.15,351.92,119.42,6.09,0.35,2165.17,0.952,1801.86,363.32,3811.50,1.64,1.37
2.280,0.340,1.940,2888.15,395.08,141.36,79.920,2894.45,237.78,390.86,141.11,4.22,0.25,2731.85,0.787,1355.00,1376.85,4558.96,1.64,0.81
1.550,0.293,1.890,2948.78,453.30,134.95,79.240,2945.42,240.83,435.85,134.72,17.45,0.23,3323.76,1.383,2870.06,453.69,4971.19,1.64,1.42
1.980,0.296,1.340,3435.68,368.36,147.45,80.010,3452.28,242.26,364.28,147.13,4.08,0.32,2414.87,0.245,401.83,2013.04,4924.12,1.64,0.27
1.940,0.319,0.630,3638.79,429.69,126.11,79.620,3788.14,240.92,428.25,125.90,1.44,0.21,1708.01,0.287,576.96,1131.04,4829.26,1.64,0.55
1.640,0.305,2.820,3122.37,495.08,150.53,80.480,2984.15,242.12,479.33,150.26,15.75,0.27,2976.51,0.778,1277.22,1699.29,4799.17,1.64,0.70
1.160,0.309,2.280,3388.61,473.10,150.81,79.990,3316.10,237.88,430.64,150.57,42.46,0.24,2546.07,0.117,257.15,2288.92,4868.93,1.64,0.17
2.230,0.331,2.390,2647.88,416.84,135.31,79.240,2638.97,238.11,412.71,135.02,4.13,0.30,2447.35,0.609,1318.88,1128.47,4132.41,1.64,0.88
1.440,0.333,1.450,3212.57,518.21,136.74,80.670,3311.34,238.93,506.89,136.54,11.32,0.21,2590.68,0.655,1450.78,1139.90,4892.30,1.64,0.92
1.340,0.339,2.340,2736.70,458.23,137.11,80.640,2719.25,239.72,436.52,136.83,21.71,0.28,2326.27,0.495,1094.04,1232.23,4139.01,1.64,0.77
1.890,0.312,0.590,3026.75,372.60,120.79,80.630,3312.86,239.74,370.12,120.43,2.48,0.36,2096.04,0.674,1552.33,543.71,4592.72,1.64,1.21
2.180,0.334,0.300,3279.41,416.34,117.29,79.460,3428.56,238.86,414.67,117.03,1.67,0.25,2307.36,1.104,2041.78,265.58,4837.47,1.64,1.45
2.220,0.339,2.510,2556.23,521.46,124.16,79.810,2497.66,238.15,517.61,123.96,3.85,0.20,2481.77,1.285,2185.45,296.32,4013.28,1.64,1.44
1.690,0.331,3.000,2878.18,427.78,146.31,80.590,2760.15,237.68,410.67,146.10,17.11,0.21,2955.32,0.922,1509.87,1445.45,4565.29,1.64,0.84
1.130,0.319,0.580,3557.22,481.86,122.39,80.240,3619.04,240.18,470.91,122.13,10.95,0.26,1778.08,0.523,926.20,851.88,4705.47,1.64,0.85
1.180,0.334,0.940,3000.92,486.45,121.37,80.740,3079.88,239.76,473.20,121.16,13.25,0.21,1898.94,0.635,1227.28,671.65,4240.62,1.64,1.06
1.230,0.289,1.630,2796.95,531.01,122.45,80.280,2792.72,241.03,507.24,122.24,23.77,0.21,2634.79,1.234,2493.30,141.49,4403.46,1.64,1.55
1.750,0.316,2.240,2591.87,446.01,126.99,79.700,2521.85,237.92,436.02,126.78,9.99,0.20,2678.07,1.337,2302.60,375.47,4160.03,1.63,1.41
2.190,0.339,1.500,3159.74,523.18,137.72,79.980,3166.54,240.59,519.84,137.42,3.34,0.29,2787.21,1.103,1791.90,995.31,4871.91,1.63,1.05
1.430,0.289,0.740,3155.15,524.81,119.47,80.010,3408.06,240.68,518.11,119.26,6.70,0.21,2347.33,0.896,2052.51,294.82,4844.40,1.63,1.43
1.210,0.319,0.290,3790.96,450.74,108.78,79.690,3907.64,242.31,447.63,108.46,3.11,0.32,1153.58,0.301,555.80,597.79,4613.53,1.63,0.79
1.790,0.342,2.450,3096.71,480.76,149.49,80.800,3095.95,240.22,473.13,149.30,7.63,0.18,2448.40,0.206,395.91,2052.49,4594.33,1.63,0.26
2.260,0.306,0.930,3361.19,397.59,129.06,79.680,3412.71,241.77,396.52,128.75,1.07,0.30,1563.65,0.107,184.20,1379.45,4369.69,1.63,0.19
1.760,0.292,2.490,3210.63,478.39,150.85,80.140,3121.40,239.51,468.55,150.55,9.84,0.29,2784.46,0.446,804.43,1980.03,4825.71,1.63,0.47
2.160,0.309,0.760,3514.24,378.61,132.35,79.950,3697.75,237.83,376.94,132.12,1.67,0.23,2079.40,0.327,755.24,1324.16,4970.70,1.63,0.59
